zcta_u,zcta_v,travel_time_min
84501,84521,37.68333333333333
84098,84121,49.31166666666666
84534,84536,125.07833333333333
84648,84667,48.75666666666667
84302,84340,76.485
84020,84043,14.908333333333333
84701,84715,67.15
84008,84039,104.87166666666667
84023,84039,181.51333333333332
84115,84124,12.311666666666667
84059,84601,13.503333333333334
84732,84750,67.52
84715,84773,34.265
84522,84537,84.56333333333333
84623,84632,24.665000000000003
84087,84103,40.2
84511,84533,169.79166666666666
84632,84646,11.363333333333333
84623,84642,38.04333333333333
84741,84755,112.87333333333332
84010,84103,44.906666666666666
84330,84334,22.465
84046,84085,178.88
84601,84606,11.336666666666668
84516,84518,48.91
84712,84726,124.67166666666667
84720,84781,74.50500000000001
84070,84094,6.276666666666667
84712,84736,134.925
84401,84404,17.290000000000003
84013,84069,42.505
84027,84032,76.57333333333332
84013,84080,69.44
84119,84129,10.075
84520,84540,177.84833333333333
84627,84665,30.613333333333333
84027,84051,79.00666666666666
84084,84095,14.966666666666667
84302,84307,101.76166666666667
84405,84408,13.56
84747,84773,38.18666666666666
84067,84408,17.513333333333332
84311,84330,17.95
84531,84535,140.81333333333333
84602,84606,10.243333333333334
84501,84526,44.858333333333334
84112,84113,3.2666666666666666
84042,84062,65.67333333333333
84103,84108,41.30833333333333
84326,84332,8.856666666666666
84631,84649,72.48666666666666
84639,84667,68.475
84732,84744,32.51166666666667
84326,84341,18.02
84620,84621,19.256666666666668
84729,84758,70.20333333333333
84066,84085,71.25500000000001
84103,84150,21.73
84307,84313,277.89000000000004
84329,84337,105.21166666666666
84620,84631,71.22833333333332
84317,84408,45.06666666666667
84623,84627,14.651666666666667
84526,84528,92.66666666666667
84732,84754,72.845
84653,84655,23.56
84001,84021,70.115
84623,84646,15.95
84525,84532,130.69833333333332
84057,84097,6.2266666666666675
84064,84321,130.85833333333332
84007,84066,30.735
84107,84115,10.273333333333333
84116,84180,20.91166666666667
84150,84180,2.96
84720,84753,117.19
84513,84537,33.415
84310,84403,33.20333333333333
84743,84759,57.96
84026,84085,65.64833333333334
84039,84046,137.01833333333335
84301,84339,38.49166666666667
84042,84602,16.418333333333333
84322,84326,16.663333333333334
84712,84740,42.245
84767,84784,66.05666666666667
84735,84776,41.97666666666667
84322,84335,14.65
84515,84539,142.40333333333334
84119,84120,7.358333333333333
84711,84754,23.18166666666667
84123,84129,8.854999999999999
84710,84729,25.358333333333334
84058,84097,10.47
84041,84075,11.478333333333333
84311,84325,22.475
84521,84525,130.78333333333333
84017,84086,140.56333333333333
84501,84520,45.943333333333335
84534,84535,95.365
84628,84648,64.07666666666667
84042,84057,6.88
84631,84644,37.16
84639,84648,34.931666666666665
84715,84732,47.894999999999996
84740,84743,12.646666666666667
84103,84113,20.938333333333333
84501,84542,64.595
84112,84138,10.781666666666666
84115,84123,12.295
84732,84749,52.843333333333334
84054,84087,10.345
84006,84081,17.029999999999998
84034,84083,230.62333333333333
84022,84083,124.22166666666666
84309,84337,18.558333333333334
84040,84403,32.21
84058,84606,15.22
84007,84052,63.96666666666667
84065,84096,22.701666666666664
84640,84649,41.69833333333334
84739,84766,12.496666666666666
84751,84766,81.76666666666667
84035,84063,58.675
84093,84107,15.256666666666666
84318,84333,21.521666666666665
84742,84774,29.634999999999998
84093,84117,9.645000000000001
84107,84119,13.643333333333334
84301,84325,34.51
84722,84781,49.37
84138,84150,2.1633333333333336
84712,84715,83.79833333333333
84106,84124,11.595
84310,84414,21.935
84723,84750,25.828333333333333
84070,84093,9.963333333333333
84723,84759,52.165
84635,84636,62.580000000000005
84735,84759,48.358333333333334
84767,84779,49.60333333333333
84058,84059,9.22
84061,84098,46.945
84520,84529,60.05333333333333
84627,84642,24.19
84711,84739,19.76833333333333
84038,84064,66.55833333333334
84520,84539,28.015
84119,84128,12.863333333333333
84652,84654,27.336666666666666
84325,84339,17.740000000000002
84628,84633,27.796666666666667
84715,84716,81.205
84067,84405,12.693333333333333
84306,84327,20.21333333333333
84606,84660,82.50166666666668
84738,84783,48.044999999999995
84732,84743,42.25833333333333
84103,84138,22.841666666666665
84329,84336,77.03333333333333
84006,84074,51.97833333333333
84035,84039,64.13833333333334
84026,84035,54.505
84632,84639,46.376666666666665
84087,84116,14.775
84069,84096,88.25333333333333
84710,84762,39.830000000000005
84310,84324,49.711666666666666
84049,84092,74.55333333333333
84720,84742,34.595
84093,84121,20.748333333333335
84003,84020,34.894999999999996
84013,84043,23.10666666666667
84109,84124,16.153333333333332
84635,84640,58.41
84003,84049,62.17833333333333
84627,84646,22.501666666666665
84017,84055,76.68
84111,84115,9.123333333333333
84021,84051,70.64166666666667
84333,84338,16.605
84102,84111,5.348333333333333
84714,84782,65.08333333333333
84325,84334,17.275
84029,84074,112.305
84002,84072,83.88166666666666
84305,84330,27.748333333333335
84316,84330,41.358333333333334
84531,84533,224.69166666666666
84759,84761,76.62833333333333
84637,84754,77.65333333333334
84501,84518,26.368333333333332
84306,84312,10.360000000000001
84726,84764,78.76166666666667
84103,84112,20.17
84606,84653,25.523333333333333
84726,84776,61.47166666666667
84329,84331,137.675
84018,84317,71.64666666666668
84731,84752,29.45
84044,84120,19.723333333333336
84026,84039,25.876666666666665
84058,84604,17.903333333333332
84007,84051,39.64666666666667
84065,84095,9.803333333333335
84318,84322,9.475
84621,84665,40.675
84719,84761,46.50333333333333
84722,84757,88.32166666666667
84731,84761,61.505
84755,84763,73.35666666666665
84033,84098,50.059999999999995
84301,84314,12.296666666666665
84324,84414,32.96
84021,84542,132.715
84301,84324,26.251666666666665
84014,84087,67.9
84529,84542,78.76166666666667
84622,84654,27.258333333333333
84015,84067,10.110000000000001
84312,84337,20.146666666666665
84102,84105,5.991666666666666
84005,84096,47.97666666666667
84313,84329,139.55666666666667
84533,84534,187.56166666666667
84002,84066,50.39
84029,84069,134.88666666666666
84111,84180,6.7733333333333325
84102,84115,10.729999999999999
84637,84739,74.16000000000001
84316,84334,36.861666666666665
84642,84665,32.748333333333335
84631,84637,79.45166666666667
84006,84044,30.173333333333336
84064,84086,51.12833333333333
84004,84121,60.330000000000005
84738,84770,20.81
84309,84312,12.946666666666665
84718,84764,108.58
84020,84092,26.028333333333332
84738,84782,43.71333333333334
84718,84776,23.798333333333336
84643,84654,47.32833333333333
84075,84315,19.245
84057,84062,70.275
84041,84405,18.45
84512,84534,54.580000000000005
84720,84722,55.10666666666667
84751,84760,349.99833333333333
84009,84065,14.903333333333334
84044,84128,16.265
84069,84083,110.13666666666667
84755,84758,68.37833333333333
84755,84767,59.93333333333333
84301,84309,14.979999999999999
84403,84408,33.67333333333333
84513,84525,135.00666666666666
84024,84086,113.45833333333333
84742,84779,70.095
84714,84720,57.305
84106,84107,11.875
84024,84098,38.63166666666667
84045,84071,118.41666666666667
84106,84117,7.825
84320,84327,22.311666666666667
84109,84113,24.834999999999997
84638,84656,77.64166666666667
84723,84743,7.308333333333334
84757,84781,108.67833333333333
84404,84414,25.173333333333336
84735,84762,54.94666666666667
84025,84087,16.398333333333333
84520,84521,72.78166666666667
84635,84649,70.36999999999999
84057,84602,12.655
84111,84114,6.971666666666667
84518,84526,60.105000000000004
84637,84724,70.62666666666668
84316,84329,94.67666666666668
84651,84664,43.725
84006,84029,143.645
84305,84338,17.86
84042,84045,93.34666666666666
84759,84760,283.1716666666667
84306,84311,14.236666666666668
84056,84075,23.805
84746,84781,74.41000000000001
84104,84180,14.438333333333333
84007,84021,78.85
84630,84656,58.66166666666666
84105,84111,7.8100000000000005
84621,84652,12.116666666666667
84036,84060,85.45833333333333
84049,84062,84.44666666666667
84731,84751,47.538333333333334
84324,84328,43.485
84731,84760,333.8333333333333
84332,84341,15.905
84722,84756,66.715
84513,84518,27.311666666666667
84009,84081,9.448333333333332
84081,84129,15.028333333333334
84719,84772,51.89333333333333
84719,84760,274.7033333333333
84028,84038,45.14
84622,84643,19.96333333333333
84754,84766,26.371666666666666
84638,84640,26.563333333333333
84742,84772,33.29333333333333
84005,84043,24.445
84745,84774,6.4766666666666675
84757,84774,39.37
84624,84728,164.595
84109,84117,22.005
84646,84662,29.648333333333333
84714,84753,104.42666666666668
84627,84630,43.075
84121,84124,20.345000000000002
84518,84520,64.90666666666667
84734,84773,87.79833333333333
84713,84766,61.90333333333333
84759,84764,127.43833333333333
84730,84744,51.333333333333336
84053,84085,47.55
84076,84085,43.11333333333334
84101,84150,4.541666666666667
84328,84339,29.608333333333334
84730,84754,31.493333333333332
84746,84774,11.751666666666667
84082,84602,44.195
84097,84606,17.638333333333332
84033,84050,35.55333333333333
84092,84094,18.398333333333333
84523,84537,54.42666666666666
84739,84750,26.133333333333333
84512,84533,178.77166666666665
84036,84055,48.5
84024,84055,59.62
84069,84071,26.183333333333334
84001,84051,30.91166666666667
84105,84115,8.166666666666666
84114,84180,4.87
84621,84656,48.4
84604,84663,47.615
84710,84741,93.43666666666667
84009,84074,45.044999999999995
84025,84037,13.138333333333332
84403,84405,28.83
84037,84056,32.208333333333336
84047,84094,10.261666666666667
84304,84308,29.785
84745,84780,26.965
84320,84335,25.201666666666664
84017,84024,41.71666666666667
84109,84121,33.681666666666665
84312,84331,38.443333333333335
84646,84667,13.361666666666668
84304,84327,11.108333333333333
84029,84034,282.4916666666667
84737,84774,63.84
84737,84790,88.15333333333334
84750,84754,38.93833333333334
84713,84752,37.97166666666667
84063,84078,35.36333333333334
84758,84767,81.19333333333334
84002,84051,32.54833333333333
84057,84601,13.639999999999999
84518,84525,123.08999999999999
84626,84648,50.73166666666667
84004,84094,39.99
84770,84790,19.005
84730,84739,28.08
84044,84074,21.805
84701,84744,64.67833333333333
84719,84721,71.975
84104,84150,14.718333333333334
84307,84337,90.72
84701,84754,100.95333333333333
84008,84078,70.67333333333333
84023,84078,148.23333333333332
84020,84095,13.91
84634,84643,16.761666666666667
84024,84050,25.884999999999998
84741,84776,149.17166666666665
84764,84776,86.52833333333334
84620,84730,29.758333333333333
84644,84739,88.48
84308,84338,13.25
84733,84783,37.825
84025,84041,14.231666666666666
84037,84041,9.985000000000001
84657,84711,28.459999999999997
84312,84316,35.80833333333333
84646,84648,37.75666666666667
84015,84056,26.8
84017,84018,144.03333333333333
84637,84644,85.885
84712,84764,109.6
84052,84053,59.480000000000004
84745,84784,44.65333333333333
84525,84734,95.55166666666668
84737,84780,74.905
84758,84762,111.80333333333333
84335,84341,13.095
84725,84756,46.248333333333335
84626,84633,14.451666666666666
84084,84129,14.326666666666666
84725,84765,139.125
84018,84086,216.60666666666665
84651,84655,35.288333333333334
84028,84333,83.44666666666667
84716,84773,60.294999999999995
84770,84780,23.18166666666667
84701,84730,84.33
84038,84319,166.83333333333334
84101,84138,3.941666666666667
84113,84138,9.85
84701,84749,72.25500000000001
84054,84116,10.993333333333334
84097,84604,9.486666666666668
84630,84639,38.07833333333333
84092,84093,15.686666666666667
84719,84735,67.41333333333334
84644,84724,84.94666666666667
84014,84050,91.08999999999999
84753,84782,125.075
84516,84523,22.898333333333333
84308,84333,27.778333333333332
84056,84405,23.348333333333336
84745,84746,18.278333333333332
84047,84070,5.926666666666667
84601,84653,24.85666666666667
84015,84041,12.645000000000001
84120,84129,10.225
84712,84750,54.86
84047,84093,10.008333333333333
84781,84783,42.41833333333333
84745,84779,38.455000000000005
84757,84779,79.83
84060,84061,40.21
84532,84535,93.02333333333333
84013,84096,46.638333333333335
84003,84092,55.519999999999996
84002,84031,79.21499999999999
84737,84784,57.905
84052,84066,53.72833333333333
84063,84066,51.76833333333333
84311,84334,9.875
84713,84751,56.059999999999995
84083,84329,280.2683333333333
84063,84076,46.906666666666666
84626,84628,25.23166666666667
84629,84667,50.71
84774,84781,80.57833333333333
84028,84318,69.54666666666667
84302,84339,32.98
84101,84102,5.739999999999999
84004,84093,44.86333333333334
84088,84096,27.878333333333334
84729,84762,65.24499999999999
84535,84536,157.30666666666667
84631,84728,205.25
84630,84634,12.298333333333334
84307,84336,136.495
84014,84025,56.495
84023,84076,181.29500000000002
84722,84725,37.666666666666664
84720,84757,51.375
84733,84770,44.57166666666667
84014,84054,74.30166666666668
84733,84782,34.13666666666666
84780,84783,47.06666666666667
84331,84334,37.92166666666667
84724,84744,58.40833333333333
84401,84403,37.595
84737,84746,75.64166666666667
84724,84754,13.21
84646,84647,73.07333333333332
84059,84097,11.175
84304,84311,30.490000000000002
84108,84109,38.348333333333336
84531,84534,108.74666666666667
84302,84325,35.416666666666664
84629,84660,84.65333333333334
84602,84604,14.421666666666665
84760,84761,313.12
84749,84773,18.101666666666667
84740,84766,52.17833333333333
84008,84052,129.08333333333334
84038,84318,113.32
84020,84065,10.628333333333334
84604,84606,23.226666666666667
84001,84007,13.008333333333333
84511,84536,155.64166666666668
84315,84404,24.976666666666667
84761,84762,81.03
84307,84340,156.52666666666667
84741,84758,118.94666666666667
84116,84150,20.84
84026,84063,26.331666666666667
84006,84118,23.223333333333336
84035,84078,29.94
84046,84078,103.52333333333333
84107,84124,14.57
84523,84665,133.64666666666668
84640,84728,196.285
84310,84401,35.94833333333334
84744,84754,68.08
84516,84522,53.07
84624,84636,42.126666666666665
84633,84651,43.498333333333335
84645,84651,42.785
84724,84730,23.62
84031,84051,56.348333333333336
84624,84656,59.93833333333334
84636,84656,29.459999999999997
84080,84628,55.97666666666667
84120,84128,5.6866666666666665
84724,84739,6.751666666666667
84401,84414,18.883333333333333
84601,84664,19.925
84304,84306,19.558333333333334
84002,84007,27.46833333333333
84039,84085,49.82166666666667
84314,84339,40.375
84713,84731,39.968333333333334
84040,84056,35.345
84716,84726,45.14666666666667
84736,84764,88.94166666666666
84018,84050,100.33666666666666
84713,84740,97.05666666666666
84098,84109,44.69166666666667
84716,84736,73.38166666666666
84736,84776,41.99333333333333
84774,84780,25.83833333333333
84027,84073,63.151666666666664
84732,84747,40.9
84088,84095,7.775
84022,84071,36.97
84752,84761,49.73166666666667
84023,84046,144.77333333333334
84533,84716,238.0883333333333
84307,84316,83.84333333333333
84770,84783,32.545
84001,84002,18.675
84732,84773,65.01
84533,84726,274.435
84511,84531,139.35333333333335
84046,84053,145.20166666666668
84086,84319,193.84333333333333
84010,84087,17.611666666666668
84526,84542,92.69333333333334
84620,84654,20.970000000000002
84623,84639,71.04166666666667
84653,84660,76.81333333333333
84318,84332,22.491666666666667
84632,84667,22.46833333333333
84071,84074,36.03333333333333
84537,84662,150.265
84318,84341,7.04
84623,84662,24.48
84720,84756,39.098333333333336
84601,84602,10.163333333333332
84026,84078,31.131666666666668
84633,84645,24.131666666666668
84310,84408,35.915
84031,84036,251.70499999999998
84516,84528,59.985
84624,84640,37.95666666666667
84633,84655,17.816666666666666
84636,84640,59.915
84645,84655,20.421666666666667
84515,84532,77.08833333333334
84031,84055,213.42333333333332
84530,84532,59.27166666666667
84314,84325,31.725
84712,84743,29.598333333333336
84721,84757,55.34
84003,84062,46.55166666666666
84737,84745,62.10666666666667
84040,84041,14.816666666666666
84034,84635,279.67
84302,84314,13.948333333333332
84067,84404,23.46833333333333
84302,84324,20.740000000000002
84774,84784,46.39
